1	25
2	25
3	24
4	20
5	28
6	12
7	0
8	0
9	25
10	10
11	2
12	6
13	0
14	31
15	20
16	17
17	9
18	30
19	14
20	2
21	30
22	16
23	16
24	9
25	18
26	13
27	30
28	20
29	12
30	19
31	3
32	0
33	3
34	14
35	28
36	25
37	8
38	20
39	16
40	0
41	22
42	15
43	25
44	22
45	13
46	18
47	24
48	23
49	15
50	4
51	28
52	26
53	22
54	16
55	27
56	20
57	1
58	8
59	17
60	12
61	27
62	18
63	4
64	21
65	19
66	18
67	18
68	29
69	30
70	11
71	24
72	4
73	31
74	23
75	8
76	4
77	21
78	10
79	15
80	30
81	11
82	1
83	5
84	28
85	5
86	23
87	5
88	9
89	15
90	17
91	26
92	18
93	0
94	17
95	16
96	5
97	10
98	1
99	2
100	16
101	7
102	24
103	23
104	31
105	27
106	12
107	13
108	23
109	26
110	6
111	31
112	15
113	8
114	8
115	19
116	27
117	13
118	11
119	15
120	27
121	13
122	31
123	11
124	22
125	12
126	13
127	13
128	16
129	27
130	28
131	25
132	12
133	19
134	3
135	26
136	11
137	30
138	20
139	13
140	26
141	11
142	18
143	29
144	28
145	17
146	18
147	13
148	13
149	8
150	19
151	4
152	0
153	18
154	1
155	24
156	5
157	11
158	4
159	1
160	19
161	12
162	22
163	28
164	25
165	13
166	15
167	29
168	7
169	9
170	1
171	31
172	8
173	30
174	3
175	10
176	7
177	28
178	8
179	27
180	13
181	15
182	16
183	22
184	20
185	6
186	15
187	11
188	4
189	9
190	27
191	11
192	1
193	9
194	27
195	3
196	18
197	3
198	24
199	22
200	1
201	0
202	2
203	22
204	3
205	25
206	30
207	9
208	12
209	14
210	23
211	5
212	10
213	19
214	16
215	18
216	12
217	2
218	22
219	18
220	10
221	29
222	9
223	13
224	22
225	27
226	13
227	2
228	13
229	21
230	6
231	26
232	20
233	28
234	11
235	5
236	30
237	2
238	19
239	7
240	26
241	3
242	7
243	4
244	13
245	16
246	12
247	1
248	3
249	26
250	14
251	11
252	21
253	24
254	5
255	3
256	12
257	22
258	28
259	9
260	4
261	20
262	22
263	26
264	30
265	13
266	8
267	5
268	7
269	19
270	30
271	0
272	7
273	22
274	16
275	5
276	23
277	13
278	18
279	21
280	14
281	25
282	27
283	28
284	30
285	13
286	13
287	22
288	11
289	27
290	16
291	14
292	3
293	26
294	8
295	27
296	19
297	5
298	29
299	18
300	23
301	23
302	17
303	19
304	1
305	28
306	27
307	8
308	10
309	7
310	20
311	14
312	7
313	26
314	17
315	3
316	16
317	25
318	10
319	30
320	15
321	30
322	5
323	10
324	28
325	31
326	12
327	18
328	18
329	3
330	13
331	31
332	29
333	17
334	14
335	20
336	31
337	23
338	11
339	12
340	2
341	23
342	2
343	3
344	17
345	31
346	26
347	0
348	9
349	29
350	21
351	4
352	5
353	0
354	31
355	16
356	15
357	18
358	25
359	7
360	5
361	26
362	0
363	22
364	24
365	9
366	2
367	17
368	18
369	1
370	20
371	19
372	16
373	21
374	21
375	16
376	13
377	28
378	7
379	0
380	3
381	17
382	11
383	10
384	16
385	21
386	2
387	2
388	17
389	23
390	10
391	19
392	1
393	18
394	10
395	24
396	10
397	31
398	29
399	28
400	26
401	31
402	13
403	4
404	8
405	11
406	0
407	8
408	13
409	23
410	23
411	11
412	28
413	12
414	20
415	26
416	20
417	16
418	3
419	8
420	5
421	27
422	21
423	19
424	18
425	29
426	3
427	21
428	15
429	3
430	22
431	16
432	17
433	2
434	1
435	2
436	4
437	26
438	11
439	23
440	23
441	4
442	3
443	3
444	11
445	16
446	21
447	0
448	24
449	10
450	0
451	2
452	7
453	22
454	4
455	13
456	17
457	28
458	21
459	24
460	12
461	19
462	31
463	8
464	23
465	13
466	8
467	26
468	27
469	1
470	20
471	19
472	3
473	19
474	24
475	17
476	14
477	2
478	26
479	8
480	7
481	25
482	18
483	19
484	24
485	31
486	28
487	24
488	5
489	17
490	14
491	28
492	6
493	18
494	25
495	18
496	23
497	28
498	6
499	0
500	2
501	14
502	29
503	30
504	8
505	28
506	25
507	30
508	21
509	3
510	31
511	22
512	17
513	29
514	4
515	5
516	12
517	5
518	0
519	11
520	29
521	15
522	18
523	26
524	25
525	1
526	2
527	20
528	11
529	7
530	24
531	6
532	13
533	24
534	22
535	4
536	30
537	9
538	11
539	15
540	18
541	14
542	17
543	20
544	9
545	24
546	15
547	30
548	15
549	20
550	4
551	13
552	30
553	2
554	11
555	14
556	14
557	7
558	24
559	28
560	20
561	13
562	27
563	7
564	28
565	29
566	23
567	31
568	19
569	6
570	16
571	11
572	26
573	22
574	26
575	17
576	20
577	13
578	24
579	7
580	9
581	25
582	13
583	13
584	26
585	28
586	14
587	26
588	17
589	3
590	8
591	15
592	23
593	9
594	11
595	4
596	7
597	25
598	3
599	22
600	13
601	6
602	5
603	1
604	17
605	32
606	25
607	13
608	18
609	16
610	15
611	23
612	11
613	5
614	13
615	10
616	12
617	13
618	21
619	26
620	17
621	13
622	21
623	16
624	22
625	8
626	4
627	19
628	8
629	6
630	5
631	0
632	21
633	4
634	5
635	13
636	31
637	11
638	27
639	2
640	9
641	6
642	29
643	29
644	11
645	24
646	8
647	27
648	11
649	21
650	28
651	18
652	19
653	17
654	9
655	28
656	4
657	24
658	11
659	11
660	23
661	26
662	23
663	26
664	5
665	0
666	8
667	13
668	31
669	5
670	28
671	25
672	13
673	1
674	28
675	30
676	26
677	2
678	16
679	4
680	18
681	20
682	10
683	20
684	17
685	8
686	10
687	30
688	13
689	1
690	22
691	4
692	29
693	9
694	21
695	13
696	14
697	11
698	12
699	28
700	24
701	22
702	24
703	0
704	4
705	20
706	28
707	29
708	14
709	29
710	14
711	23
712	10
713	5
714	9
715	3
716	1
717	14
718	20
719	7
720	19
721	31
722	29
723	25
724	21
725	25
726	3
727	29
728	10
729	15
730	5
731	8
732	23
733	31
734	13
735	6
736	14
737	21
738	20
739	9
740	29
741	11
742	6
743	15
744	28
745	29
746	3
747	7
748	10
749	13
750	1
751	12
752	12
753	19
754	27
755	6
756	10
757	21
758	6
759	3
760	22
761	9
762	16
763	14
764	5
765	24
766	11
767	3
768	30
769	16
770	4
771	4
772	30
773	2
774	0
775	3
776	3
777	22
778	1
779	25
780	21
781	12
782	19
783	12
784	22
785	19
786	6
787	1
788	14
789	1
790	31
791	1
792	5
793	21
794	5
795	13
796	12
797	21
798	29
799	31
800	13
801	6
802	23
803	17
804	3
805	17
806	11
807	23
808	18
809	4
810	22
811	15
812	13
813	27
814	31
815	16
816	20
817	6
818	2
819	15
820	31
821	13
822	5
823	2
824	6
825	8
826	15
827	21
828	27
829	16
830	6
831	22
832	12
833	23
834	31
835	27
836	4
837	19
838	2
839	17
840	2
841	13
842	15
843	11
844	13
845	11
846	31
847	12
848	12
849	18
850	22
851	16
852	17
853	19
854	19
855	4
856	28
857	2
858	2
859	15
860	6
861	6
862	17
863	4
864	2
865	20
866	20
867	23
868	23
869	6
870	26
871	3
872	26
873	31
874	27
875	20
876	28
877	3
878	5
879	19
880	4
881	27
882	27
883	27
884	5
885	27
886	11
887	20
888	18
889	5
890	27
891	27
892	17
893	23
894	28
895	6
896	18
897	11
898	4
899	17
900	19
901	20
902	3
903	26
904	6
905	11
906	13
907	20
908	6
909	23
910	5
911	19
912	11
913	13
914	23
915	3
916	26
917	28
918	3
919	17
920	6
921	6
922	28
923	11
924	17
925	26
926	28
927	4
928	11
929	13
930	5
931	11
932	13
933	19
934	19
935	23
936	2
937	17
938	13
939	13
940	6
941	6
942	17
943	17
944	2
945	2
946	26
947	11
948	17
949	4
950	3
951	13
952	26
953	6
954	19
955	4
956	2
957	2
958	11
959	6
960	3
961	26
962	6
963	19
964	26
965	11
966	11
967	26
968	6
969	6
970	11
971	13
972	13
973	6
974	26
975	13
976	19
977	26
978	19
979	19
980	19
981	26
982	19
983	26
984	19
985	6
986	26
987	6
988	6
989	13
990	11
991	13
992	6
993	6
994	6
995	11
996	13
997	6
998	13
999	6
1000	6
