degree distribution (probability density function of the degree in logarithmic bins) 
9.42936	0.214429
11.4406	0.101078
13.8896	0.0649159
16.5556	0.0191757
19.38	0.0299147
23.2791	0.0108363
27.4444	0.00573196
32.6154	0.00464986
37.9412	0.0025612
46.5625	0.00203068

degree distribution (degree-occurrences) 
9	0.206
10	0.155
11	0.113
12	0.089
13	0.063
14	0.045
15	0.046
16	0.024
17	0.03
18	0.03
19	0.022
20	0.028
21	0.02
22	0.015
23	0.01
24	0.009
25	0.009
26	0.007
27	0.008
28	0.005
29	0.007
30	0.004
31	0.004
32	0.002
33	0.009
34	0.002
35	0.005
36	0.004
37	0.003
38	0.005
39	0.002
40	0.001
41	0.002
43	0.003
45	0.003
46	0.001
47	0.003
48	0.001
49	0.004
50	0.001


--------------------------------------
community distribution (size-occurrences)
20	0.03125
21	0.0625
22	0.09375
23	0.03125
24	0.09375
25	0.03125
26	0.03125
27	0.0625
28	0.0625
29	0.125
30	0.03125
34	0.03125
35	0.03125
36	0.03125
38	0.03125
41	0.03125
43	0.03125
45	0.03125
46	0.03125
48	0.03125
49	0.03125
55	0.03125


--------------------------------------
mixing parameter
0.111111	0.001
0.153846	0.001
0.2	0.001
0.222222	0.046
0.230769	0.001
0.25	0.04
0.266063	0.036
0.274058	0.118
0.289941	0.116
0.303182	0.307
0.317342	0.038
0.333333	0.248
0.352941	0.002
0.362013	0.04
0.384615	0.001
0.4	0.004

--------------------------------------
