1	21 
2	21 
3	3 
4	2 
5	29 
6	4 
7	27 
8	27 
9	13 
10	24 
11	16 
12	7 
13	7 
14	28 
15	31 
16	20 
17	2 
18	28 
19	7 
20	19 
21	1 
22	3 
23	6 
24	29 
25	3 
26	16 
27	15 
28	10 
29	23 
30	6 
31	27 
32	14 
33	6 
34	16 
35	20 
36	28 
37	26 
38	2 
39	7 
40	26 
41	23 
42	5 
43	4 
44	17 
45	31 
46	20 
47	6 
48	5 
49	31 
50	28 
51	5 
52	19 
53	20 
54	25 
55	16 
56	20 
57	30 
58	31 
59	6 
60	20 
61	29 
62	20 
63	3 
64	30 
65	3 
66	18 
67	8 
68	25 
69	5 
70	16 
71	2 
72	18 
73	2 
74	20 
75	25 
76	15 
77	6 
78	29 
79	5 
80	13 
81	6 
82	19 
83	10 
84	26 
85	1 
86	20 
87	3 
88	29 
89	5 
90	30 
91	20 
92	1 
93	15 
94	20 
95	10 
96	5 
97	2 
98	5 
99	20 
100	11 
101	27 
102	28 
103	3 
104	2 
105	5 
106	6 
107	14 
108	14 
109	26 
110	24 
111	27 
112	1 
113	14 
114	3 
115	10 
116	25 
117	30 
118	2 
119	1 
120	8 
121	30 
122	30 
123	27 
124	6 
125	9 
126	6 
127	7 
128	13 
129	29 
130	18 
131	7 
132	31 
133	11 
134	5 
135	5 
136	13 
137	28 
138	23 
139	21 
140	8 
141	5 
142	9 
143	30 
144	28 
145	6 
146	10 
147	17 
148	4 
149	24 
150	22 
151	7 
152	22 
153	29 
154	10 
155	23 
156	26 
157	30 
158	13 
159	6 
160	30 
161	19 
162	27 
163	23 
164	4 
165	13 
166	32 
167	5 
168	19 
169	3 
170	31 
171	27 
172	3 
173	20 
174	21 
175	11 
176	24 
177	16 
178	2 
179	18 
180	9 
181	23 
182	22 
183	7 
184	16 
185	29 
186	14 
187	9 
188	7 
189	17 
190	3 
191	29 
192	14 
193	20 
194	14 
195	15 
196	21 
197	17 
198	9 
199	4 
200	32 
201	12 
202	22 
203	20 
204	23 
205	3 
206	12 
207	2 
208	1 
209	20 
210	14 
211	20 
212	2 
213	20 
214	24 
215	19 
216	14 
217	10 
218	7 
219	15 
220	6 
221	22 
222	24 
223	3 
224	6 
225	13 
226	22 
227	19 
228	9 
229	26 
230	7 
231	27 
232	30 
233	7 
234	18 
235	30 
236	12 
237	19 
238	11 
239	18 
240	8 
241	12 
242	9 
243	2 
244	17 
245	16 
246	17 
247	32 
248	7 
249	28 
250	20 
251	24 
252	32 
253	15 
254	27 
255	24 
256	30 
257	7 
258	20 
259	18 
260	8 
261	18 
262	8 
263	4 
264	8 
265	17 
266	32 
267	11 
268	27 
269	10 
270	15 
271	21 
272	12 
273	4 
274	1 
275	27 
276	7 
277	19 
278	6 
279	1 
280	20 
281	28 
282	15 
283	10 
284	29 
285	30 
286	9 
287	30 
288	21 
289	14 
290	17 
291	26 
292	7 
293	17 
294	14 
295	6 
296	20 
297	20 
298	11 
299	27 
300	17 
301	6 
302	18 
303	28 
304	6 
305	23 
306	17 
307	18 
308	13 
309	20 
310	17 
311	24 
312	20 
313	25 
314	4 
315	26 
316	11 
317	17 
318	12 
319	6 
320	28 
321	6 
322	10 
323	9 
324	18 
325	19 
326	14 
327	8 
328	27 
329	28 
330	7 
331	29 
332	22 
333	15 
334	22 
335	23 
336	30 
337	1 
338	8 
339	6 
340	17 
341	25 
342	16 
343	30 
344	23 
345	17 
346	18 
347	28 
348	8 
349	7 
350	5 
351	7 
352	26 
353	17 
354	17 
355	11 
356	17 
357	7 
358	19 
359	28 
360	7 
361	13 
362	25 
363	19 
364	30 
365	16 
366	10 
367	30 
368	6 
369	15 
370	23 
371	3 
372	29 
373	28 
374	27 
375	11 
376	22 
377	4 
378	17 
379	6 
380	3 
381	28 
382	21 
383	8 
384	28 
385	20 
386	17 
387	13 
388	14 
389	20 
390	3 
391	12 
392	5 
393	4 
394	31 
395	30 
396	32 
397	17 
398	3 
399	8 
400	20 
401	23 
402	18 
403	2 
404	2 
405	27 
406	18 
407	20 
408	14 
409	21 
410	14 
411	31 
412	11 
413	9 
414	13 
415	25 
416	17 
417	7 
418	21 
419	12 
420	7 
421	29 
422	4 
423	23 
424	8 
425	30 
426	14 
427	19 
428	9 
429	19 
430	17 
431	30 
432	8 
433	6 
434	16 
435	30 
436	17 
437	15 
438	16 
439	32 
440	15 
441	29 
442	32 
443	20 
444	20 
445	1 
446	31 
447	7 
448	19 
449	23 
450	17 
451	28 
452	22 
453	15 
454	14 
455	5 
456	15 
457	24 
458	3 
459	31 
460	27 
461	21 
462	32 
463	17 
464	30 
465	2 
466	25 
467	9 
468	30 
469	9 
470	23 
471	26 
472	30 
473	28 
474	32 
475	12 
476	20 
477	18 
478	25 
479	8 
480	10 
481	28 
482	29 
483	19 
484	6 
485	1 
486	32 
487	32 
488	26 
489	18 
490	3 
491	16 
492	5 
493	8 
494	26 
495	11 
496	19 
497	23 
498	12 
499	3 
500	18 
501	6 
502	12 
503	29 
504	21 
505	28 
506	13 
507	21 
508	24 
509	19 
510	12 
511	17 
512	26 
513	12 
514	14 
515	28 
516	26 
517	29 
518	5 
519	18 
520	25 
521	20 
522	10 
523	7 
524	18 
525	28 
526	24 
527	22 
528	13 
529	8 
530	2 
531	7 
532	6 
533	10 
534	21 
535	1 
536	23 
537	16 
538	6 
539	28 
540	29 
541	29 
542	7 
543	25 
544	19 
545	8 
546	20 
547	19 
548	31 
549	6 
550	29 
551	19 
552	5 
553	10 
554	23 
555	9 
556	28 
557	27 
558	27 
559	1 
560	9 
561	18 
562	18 
563	32 
564	30 
565	28 
566	7 
567	14 
568	20 
569	29 
570	14 
571	31 
572	21 
573	31 
574	24 
575	16 
576	13 
577	10 
578	28 
579	31 
580	26 
581	15 
582	30 
583	24 
584	19 
585	6 
586	20 
587	9 
588	20 
589	18 
590	2 
591	6 
592	26 
593	29 
594	1 
595	7 
596	10 
597	31 
598	13 
599	28 
600	11 
601	8 
602	25 
603	7 
604	5 
605	16 
606	9 
607	32 
608	19 
609	4 
610	5 
611	20 
612	4 
613	5 
614	13 
615	32 
616	30 
617	9 
618	27 
619	5 
620	27 
621	16 
622	18 
623	12 
624	13 
625	17 
626	19 
627	1 
628	2 
629	15 
630	28 
631	13 
632	14 
633	9 
634	14 
635	7 
636	25 
637	6 
638	6 
639	19 
640	30 
641	28 
642	17 
643	14 
644	5 
645	21 
646	23 
647	30 
648	22 
649	3 
650	8 
651	28 
652	12 
653	31 
654	13 
655	32 
656	2 
657	28 
658	30 
659	17 
660	11 
661	7 
662	2 
663	4 
664	21 
665	4 
666	19 
667	20 
668	30 
669	30 
670	13 
671	10 
672	28 
673	20 
674	28 
675	14 
676	2 
677	18 
